"5 colheres (sopa) de farelo de aveia
6 colheres (sopa) de leite desnatado
1 iogurte sem sabor
1/2 caixinha de morango
4 fatias de abacaxi
4 colheres (chá) de chia
1 pitada de canela em pó
Misture a aveia e o leite até formar uma pasta homogêneaCorte em pedaços pequenos as fatias de abacaxiCom um mixer ou um liquidificador bata o abacaxi e o iogurte até notar que o abacaxi desmanchouPique os morangos em pedaços pequenos e reserve dois para o final da receitaMisture a mão, a chia, no iogurte de abacaxi que você fez anteriormenteForre o fundo do seu pote com a pasta de aveiaA segunda camada será feita com metade da sua mistura de iogurte com chiaColoque uma pitada de canela em pó em cima do iogurtePara formar sua terceira camada, coloque os morangos picadosA outra metade do seu iogurte vai formar sua quarta camadaColoque mais uma pitada de canela por cima do iogurteE para finalizar, coloque os dois morangos por cima de tudo
",culinaria
"4 ovos
1 copo de iogurte de qualquer sabor
½ copo de óleo
1 e ½ copo de açúcar
2 copos de farinha de trigo
1 colher de sopa de fermento em pó
1 pitada de sal
 
1 copo de iogurte de qualquer sabor
2 ou 3 colheres de leite em pó
½ colher de açúcar (com iogurte natural 1 colher)
1 colher de essência de baunilha (opcional)
MassaPreaqueça um forno a 180 graus.Bata os ingredientes no liquidificador.Unte uma forma grande de buraco no meio para assar por 40 a 50 minutos.Depois de assado, tire da forma, espere ficar morno e coloque a cobertura. CoberturaJogue os ingredientes em um pote e mexa até deixar de ficar totalmente liquido.Coloque na geladeira por 3 minutos.Despeje por cima do bolo e finalize salpicando leite em pó por cima.
Informações Adicionais Se a cobertura for colocada no bolo quente, ele irá derreter.
",culinaria
"Massa
600 g de trigo
200 ml de água morna
100 ml de óleo
2 ovos
3 colheres (sopa) de açúcar
1 colher (chá) de sal
10 gramas de fermento biológico
Recheio
1 vidro de palmito
2 tomates grandes
1 cebola média
azeite, sal e cebolinha a gosto
MassaJunte a água, óleo, ovos, açúcar, sal e o fermento, misture e aguarde 5 minutos, após acrescentar o trigo aos poucos e sovar até desgrudar das mãos, deixe descansar até dobrar de tamanho.RecheioPique todos os ingredientes, refogue simultaneamente, e dente reduzir ao máximo os líquidos, deixe esfriar.Modo de fazerEstique a massa, utilize algo redondo (tigela), e faça os círculos, coloque o recheio e feche as trouxinhas, pincele com 1 ovo, e leve ao forno 180° C, por aproximadamente 30 minutos.
",culinaria
"2 latas de leite condensado (395 g cada)
4 colheres (sopa) de amido de milho
300 ml de leite
1 creme de leite (200 g)
150 g de chocolate meio amargo derretido
150 g de chocolate branco derretido
1/2 pacote de biscoito recheado picado
4 bombons picados
6 suspiros pequenos
granulados a gosto
1 bolinho de chocolate picado 
biscoitos para decorar
Em uma panela, coloque o leite condensado e o amido de milhoMisture tudo muito bem e acrescente o leite, deixe em fogo médioApós engrossar, desligue o fogo e adicione o creme de leiteMisture novamente até virar um creme bem homogêneo Divida a massa em dois recipientes separadosEm um deles, junte o chocolate meio amargo derretido e misture bemNo segundo, junte o chocolate branco e os biscoitos, mexa bem Tampe os dois com papel-filme e leve para gelar na geladeira MontagemSepare em tigelas os morangos, oreo picados, os bombons idem picados, suspiros e granulados.No primeiro copo, coloque o recheio de chocolate no fundo, os bombons picados, o recheio de biscoito, biscoito triturado, o recheio de chocolate novamente e finalize com granuladoNo segundo copo, coloque o recheio com biscoito no fundo, o bolinho picado, o recheio de chocolate, morangos, o recheio de biscoito de novo e finalize com os suspiros No último, coloque o recheio de chocolate, os morango, o recheio de biscoito, biscoitos triturados, o recheio de chocolate e finalize com bombom.
Informações Adicionais Você pode soltar a imaginação e experimentar novos ingredientes e montagens do copo da felicidade! 
",culinaria
"1 kg de goiabas vermelhas e maduras
850 g de açúcar cristal
Lave as goiabas, corte ao meio e retire as sementes.Bata as goiabas no liquidificador, junte com o açúcar, misture bem e leve ao fogo brando mexendo sempre com colher de pau, até aparecer o fundo da panela ou tacho.Retire, coloque em potes ou latas forradas com papel impermeável.Deixe esfriar bem, antes de fechar os potes.
",culinaria
"1 caixa de morango
1 xícara (chá) de água
suco de 1/2 limão
2 colheres (sopa) de açúcar
Pique os morangos e junte com os outros ingredientesDeixe cozinhar em fogo baixo até reduzir (20 a 30 minutos)Após esfriar guarde em um pote de vidro na geladeira.Consumir em até 5 dias
",culinaria
"375 g de pimentão vermelho
125 g de tomate italiano bem maduro
60 g de aliche
100 g de carapau fresco
3 g de funcho
4 g de paprica picante
3 g de pimenta calabresa
1 folha de louro seca
190 g de azeite de oliva extra virgem
20 g de vinagre de vinho tinto
20 g de alho
3 g de tomilho fresco
5 g de alecrim fresco
15 g de manjerona fresca
Queime os tomates e pimentões na churrasqueira, e tire a pele e a sementeRefogue o alho até dourar bem, adicione as ervas frescas e refogue mais um pouco.Adicione o vinagre e cozinhe por mais 2 minutosAdicione o aliche, carapau, pimentão e tomate e cozinhe por 20 minutosProcesse no liquidificador até bem liso e volte para a panelaAdicione a páprica, funcho, pimenta calabresa e louro, e cozinhe por mais 10 minutosResfrie antes de servir
",culinaria
"1 potinho de margarina sem sal (250g ou 5 colheres de sopa)
3/4 xícara de chocolate em pó
1 lata de doce de leite (395g) ou leite condensado cozido
1 lata de creme de leite sem soro
1 colher (sobremesa) de rum (opcional)
 
2 xícaras de açúcar
1 xícara de água
CHIFFONMisture numa batedeira a margarina e o doce de leite até ficar lisinho.Adicione o chocolate em pó e volte bater.Por fim, incorpore o creme de leite e o rum até ficar uma mistura homogênea. CROCANTEMisture a água e o açúcar numa panela e deixe em fogo baixo até caramelizar.Quando o caramelo estiver pronto, despeje-o em uma assadeira, fazendo uma camada fina.Depois que o caramelo endurecer quebre-o em pedacinhos com o auxílio de um martelo de carne. 
Informações Adicionais DICA 1: para o caramelo não cristalizar, quando pedrinhas de açúcar se formaram na beirada da panela dissolva-as com a ajuda de um pincel úmido.
DICA 2: o caramelo amolece um pouco depois q o bolo está montado (por causa do contato com a cobertura), então se você achar ele muito duro é recomendado que monte o bolo um dia antes do consumo.
",culinaria
"1 xícara de manteiga ou óleo de coco
1 xícara de açúcar mascavo
4 ameixas secas sem caroço
2 ovos
1 colher (sopa) de baunilha
1 xícara de castanhas do pará trituradas ou picadas pequeno
2 colheres (chá) de fermento em pó
1 xícara de aveia em flocos finos
1 xícara de farinha integral
uvas passas pretas a gosto
Se for fazer com a manteiga derreta no microondas por 10 segundos e reserve.Bata no mixer os ovos e as ameixas e reserve.Misture em um bool a manteiga derretida ou o óleo de coco, o açúcar mascavo, as ameixas e ovos batidos no mixer, a baunilha, as castanhas, o fermento e a aveia.Adicione a farinha integral aos poucos e incorporando bem até ficar firme ao ponto de não cair da colher com facilidade.A massa não pode ficar muito seca tem que esta úmida e tipo o ponto do brigadeiro de colher.Coloque o bool com a massa na geladeira por 30 minutos e prepare as assadeiras com papel manteiga.Após os 30 minutos faça bolhinhas do tamanho de uma moeda de 1 real e achate-as delicadamente com 4 ou cinco uvas passas em cima das bolinhas.Deixe distância de 4 cm entre cada cookie.Asse no forno com temperatura baixa 180° C ou 150° C preaquecido por 30 minutos.Eles não podem pegar muita cor senão ficarão duros e secos.Após prontos mantenha-os no forno até esfriarem.Retire da forma e conserve-os em potes herméticos ou saquinhos plásticos.
Informações Adicionais Essa receita é feita toda semana na minha casa e tem sido uma ótima alternativa para a minha filha de um ano e meio que ama bolachinhas.
",culinaria
"Calda
1 xícara (chá) de açúcar
1 abacaxi em rodelas
Massa
100 g de manteiga
1 caixinha de creme de leite 
3 ovos
2 xícaras (chá) de açúcar
1 e 1/2 xícara (chá) de leite 
3 xícaras (chá) de farinha de trigo
1 colher (sopa) de fermento em pó
CaldaEm uma panela de fundo largo, derreta o açúcar até ficar dourado. Junte meia xícara (chá) de água quente e mexa com uma colher de cabo longo.Deixe ferver até dissolver os torrões de açúcar e a calda engrossar. Em duas formas de bolo inglês (11 x 28 x 8 cm) untadas com manteiga, despeje a calda e distribua as rodelas de abacaxi. Reserve.MassaEm uma batedeira, bata a manteiga com o creme de leite, os ovos e o açúcar até obter um creme.Desligue a batedeira, acrescente o leite, a farinha peneirada e o fermento em pó e misture até ficar homogêneo.Despeje a massa sobre o abacaxi e leve ao forno médio-alto (200° C), preaquecido, por cerca de 30 minutos ou até dourar. Deixe amornar e desenforme.Espere esfriar e sirva.
",culinaria
"500 g de grão-de-bico cozido
2 colheres (sopa) de azeite
temperos a gosto
Misture o grão-de-bico cozido com o azeite e temperos a gosto.Leve para assar a 200° C até ficar bem crocante.Armazene em pote de vidro e consumir em até 3 dias.Caso fique murcho após guardado é só voltar ao forno ou airfryer por 5 minutos a 200º C.
",culinaria
"400 g de farinha de trigo
200 g de semola
6 ovos caipiras
1 g de sal
40 ml de água (se necessário)
320 g de ricota fresca
500 g de abobrinha
90 g de ovo
100 g de parmesão
7 g sal
3 g de pimenta do reino
20 g de azeite
40 g de salsinha
10 g de salvia
50 ml de azeite
15 g de alho
10 g de salsinha
10 ml de suco de limão siciliano
raspa de 1 limão siciliano
300 g de pão dormido
Para a massaBata todos os ingredientes menos a água em uma batedeira planetária com o ganchoCaso necessário adicione água aos poucos até dar o ponto na massa (ela deve soltar do bowl e não grudar na mão, mas não pode ter aparencia ressecada)Enrole em plastico-filme e deixe descansar por 30 minutosPara o recheioCorte a abobrinha em cubos bem pequenos, e refogue pouco a pouco em uma panela bem quente, para tostar bem. Tostando de pouco em pouco, e reservando as abobrinhas já tostadas.Processe no processador de alimentos o ovo, parmesão, sal, azeite, pimenta-do-reino, e misture com a ricota.Coloque num bowl a mistura de ricota e a abobrinhas e mexa delicadamente. Acerte o sal e adicione a salsinha e salvia picadas.Abra a massa com 5 mm de espessura, e recheie em formato de ravioli (ou o formato desejado)Para o pan grattatoRefogue o alho com o azeite e adicionar o pão dormido ralado ou processadoRefogue bem até dourar a farinha de pão, adicione a raspa e suco de limão siciliano e refogue até secarSepare e resfrie, acertar sal e adicione a salsa picadaPara servirCozinhe a massa, e refogue um pouco de salvia e alho em uma frigideira.Quando a massa subir e estiver cozida, adicione e salteie no azeite de salvia da panelaEmprate e finalize com o pão grattato e folhas de manjericão
",culinaria
"2 colheres (sopa) de café solúvel
1 e 1/2 lata de leite condensado
1 caixa creme de leite
2 colheres (sopa) achocolatado
1 pacote gelatina 
8 morangos 
5 morangos inteiros para decorar, grãos de café ou raspas de chocolate
Disssolva a gelatina em 1 xícara de água e coloque por 30 segundos no micro-ondasBata no liquidificador todos ingredientes menos a gelatina e os morangos por 5 minutosColoque a gelatina e bata mais 2 minutos.Coloque a metade em um refratário, adicione os morangos picados, adicione o restante do creme.Leve à geladeira por 3 horas, por fim decore com os morangos inteiros ou raspas de chocolate ou ainda grãos de café.
",culinaria
Text,Context
"Astronautas de missão tripulada da SpaceX chegam ao local de lançamentoNo último domingo (8), quatro astronautas que participarão do lançamento tripulado da SpaceX, batizado de Crew-1, chegaram ao Kennedy Space Center, na Flórida, local de onde o foguete deve ser enviado ao espaço no próximo fim de semana.
Para a Nasa, essa iniciativa marca o início das viagens regulares à Estação Espacial Internacional a partir de empresas privadas. O primeiro voo do tipo promovido pela SpaceX, que ocorreu no começo deste ano, teve metade dos astronautas do atual.
Ao dar as boas-vindas aos tripulantes da missão, Jim Bridenstine, administrador da Nasa, falou sobre os riscos da iniciativa. ""Não se engane: todo voo é um voo de testes quando se trata de viagem espacial. Mas também é verdade que precisamos ser capazes de ir rotineiramente à Estação Espacial Internacional"", comenta.
A tripulação, composta por três americanos e um japonês, será enviado ao espaço em um foguete com lançamento programado para o próximo sábado (14). Estima-se que essa seja uma viagem rápida, que durará menos de nove horas.
Por conta dos problemas enfrentados pelo mundo em 2020, os astronautas nomearam a cápsula de Resilience. Para garantir que não sofram com uma possível infecção do novo coronavírus no espaço, todos eles ficaram confinados por cerca de duas semanas e tomaram diversas precauções de segurança – como distanciamento social e o uso de máscaras.

Tripulantes devem enfrentar uma viagem rápida, com duração de menos de nove horas. Foto: Evgeniyqw/shutterstock
""Tem sido um ano difícil para todos por diversos motivos. Sentimos que se o nome do nosso veículo pudesse dar um pouco de esperança, um pouco de motivação, e colocar um sorriso no rosto das pessoas, então isso é definitivamente o que deveríamos fazer"", disse Mike Hopkinks, comandante da tripulação.
De acordo com Benji Reed, da SpaceX, a ideia da empresa é enviar sete missões ao espaço nos próximos 14 meses. Três delas serão tripuladas e quatro servirão para realizar entregas para a Estação Espacial Internacional.
Como dito, a equipe é composta por quatro pessoas. Mike Hopkins, o comandante, é um coronel da Força Aérea que cresceu em uma fazenda de porcos e gado no Missouri. O segundo americano, Victor Glover, piloto da missão, será o primeiro astronauta afro-americano em anos a se mudar para a estação espacial.
Shannon Walker é uma física que já esteve envolvida indiretamente com o espaço, já que foi casada com o astronauta Andrew Thomas, veterano de quatro missões espaciais. Por fim, Soichi Noguchi, que já foi morador da estação espacial, será a primeira pessoa em décadas a ir para o espaço em três foguetes diferentes – ele já voou em um ônibus espacial dos EUA e na nave Soyuz, da Rússia.
Eles se juntarão a dois russos e um americano que chegaram à estação no mês passado partindo do Cazaquistão.
Ao comentar o lançamento, Walker afirma que a cápsula que os levará ao espaço é ""muito elegante. Mas tem a vantagem de apresentar grandes avanços tecnológicos desde a última vez que construímos uma espaçonave neste país"".
Noguchi parece particularmente animado com o lançamento. Segundo ele, isso se deve ao fato de que a cápsula, que tem o nome de Crew Dragon, remete aos dragões, criaturas míticas bastante estimadas no Japão. ""Quase um passeio para o céu"", afirma.
Via: PBS",tecnologia
"iPhone 13 poderá ter baterias menores, diz analistaA próxima geração do iPhone, por enquanto apelidada de ""iPhone 13"" poderá usar uma nova tecnologia de bateria que permitirá manter a capacidade ocupando menos espaço físico, ou manter o tamanho físico e aumentar a capacidade.
A informação vem do analista de mercado Ming-Chi Kuo, especializado na Apple. Ele diz que a empresa chinesa Jialianyi, que produz baterias para os iPhones e outros produtors, irá adotar uma tecnologia chamada ""soft board"", que reduz o número de camadas em uma bateria e permite que ela seja mais fina.
Kuo espera que a Jialianyi consiga 40 a 50% dos pedidos de baterias ""Soft Board"" para o iPhone 13 e 13 mini, e que o lucro vindo de seu contrato com a Apple em 2021 cresça 100% em relação ao ano anterior. Além da Jialianyi, outras fornecedoras de baterias soft board seriam a Xinxing e a Huatong.
Outro rumor recente, vindo do site The Elec, afirma que a LG Display está expandindo sua linha de produção de painéis OLED LTPO (Low Temperature Pollicristaline Oxyde) a pedido da Apple. Esta tecnologia é usada na tela do Apple Watch Series 5 e Series 6.
O baixo consumo de energia deste tipo de tela é responsável pelo recurso que a mantém sempre ligada (Always On Display) nos relógios mais recentes da Apple. Anteriormente, para economizar bateria, a tela ficava desligada na maior parte do tempo e só ligava quando o usuário levantava o pulso para olhar para ela (Raise to Wake).
De acordo com o rumor, a Apple deve usar painéis LPTO em dois dos quatro modelos de iPhone que serão lançados no ano que vem. Não há um consenso sobre qual será a economia de energia com a tecnologia, mas há estimativa de que seja da ordem de 10 a 20%.
Considerando que a tela é um dos componentes que mais consome energia em um smartphone moderno, isto pode ser um fator importante para aumentar a autonomia das proximas gerações de iPhones, ou mantê-la mesmo com o uso de tecnologias de maior consumo, como modems 5G.
Fonte: 9to5Mac",tecnologia
"iPhone 12: Apple abre pré-venda no Brasil dos celulares e acessóriosA pré-venda da nova linha iPhone 12 no Brasil começa nesta sexta-feira (13). Com preços divulgados na última semana, os novos celulares terão vendas abertas a partir da próxima sexta-feira (20). Por aqui, diferente da estratégia adotada em outros países, todos os quatro modelos passam a ser disponibilizados no mesmo momento.
O iPhone 12, 12 mini, 12 Pro e 12 Pro Max foram anunciados exatamente há um mês. Por aqui, os preços da nova geração ultrapassam, pela primeira vez, a barreira dos R$ 10 mil. De acordo com a Apple, o custo dos celulares, com preço baseado em dólar, é alto exatamente por causa da flutuação da moeda em relação ao real. Confira os preços e modelos a seguir:
Modelo
64 GB
128 GB
256 GB
512 GB
iPhone 12 mini
R$ 6.999
R$ 7.499
R$ 8.499
 
iPhone 12
R$ 7.999
R$ 8.499
R$ 9.499
 
iPhone 12 Pro
 
R$ 9.999
R$ 10.999
R$ 12.999
iPhone 12 Pro Max
 
R$ 10.999
R$ 11.999
R$ 13.999
De acordo com o site da Apple, todos os modelos da nova linha deverão ser enviados em um período de quatro a seis dias. Os novos iPhone 12 e 12 mini estão disponíveis nas cores branco, preto, azul, verde e vermelho. Já os modelos iPhone 12 Pro e 12 Pro Max são vendidos nas cores grafite, prateado, dourado e azul-pacífico.
No lançamento da nova geração, os novos celulares são vendidos, pela primeira vez, apenas com um cabo USB-C para Lightning na caixa. Acessórios como adaptador de energia e fones de ouvido não são mais disponibilizados – nem mesmo nos modelos iPhone 11, XR e SE (2ª geração). A Apple informa que a medida visa reduzir a emissão de carbono no meio ambiente.

Novos acessórios como o carregador wireless MagSafe (R$ 499) e MagSafe Duo (R$ 1.699) ainda não estão à venda. Imagem: Apple/Reprodução
Atualmente, nos canais da Apple, o carregador com 20 watts de potência custa R$ 199. Já os fones de ouvido EarPods, com cabo Lightning, tem custo de R$ 219. Também no dia de hoje, a Apple inicia no Brasil a venda de acessórios como os novos cases e carteiras MagSafe.
A novidade no MagSafe são os ímãs acoplados nos novos iPhones e também em alguns acessórios, como na carteira de couro, disponível em quatro cores por R$ 749. As novas capa transparentes e de silicone são vendidas por R$ 599, e a de couro por R$ 749.",tecnologia
"Jogos da série 'King of Fighters' têm até 80% de desconto no SteamFãs da série de jogos de luta ""The King of Fighters"" ficarão felizes em saber que diversos jogos da franquia podem ser encontrados no Steam com até 80% de desconto. Considerados clássicos dos arcades brasileiros, entre o final dos anos de 1990 e início dos anos 2000, os títulos podem ser encontrados em promoção até a próxima segunda-feira (16).

Jogos ficam disponíveis até a próxima segunda-feira (16). Imagem: SNK/Divulgação
Na lista de games que podem ser encontrados na plataforma estão: The King Of Fighters '97 Global Match, com 80% de desconto; The King Of Fighters '98 Ultimate Match Final Edition, com 50%; The King Of Fighters XIII Steam Edition, com 75%; Kof Triple Pack, com 50%, The King Of Fighters XIV Steam Edition, Steam Edition Deluxe Pack e Steam Edition Ultimate Pack com 75% de desconto e The King Of Fighters 2002 Ultimate Match, único com 25%.
Além do abatimento no valor dos jogos, a SNK - empresa responsável pela série - também vai liberar uma atualização para The King Of Fighters 2002 Ultimate Match que envolve uma função de rollback netcode. A novidade vai permitir que os comandos efetuados pelos jogadores sejam reproduzidos na tela no exato momento em que são executados, mesmo em partidas online, o que deve melhorar a experiência de jogo mesmo em situações de lentidão na rede. 
De acordo com a empresa, os jogadores também podem definir quantos frames de atraso ou rollback são permitidos para ajustar sua experiência online, que ainda teve modos e funções aprimorados. A atualização já está disponível. O valor dos jogos disponíveis no Steam variam de R$ 4, até R$ 31,24.",tecnologia
"Banco lista super-heróis mais ricos e pobres do mundo; confiraQuem é mais rico: Batman ou Homem de Ferro? Essa é uma dúvida que perdura há anos e divide os fãs de quadrinhos. Para salvar o mundo desta ""guerra civil"" entre ricos da Marvel e da DC Comics, um banco decidiu intervir e listou 24 super-heróis e o quanto cada um deles ganharia com seu trabalho como cidadão comum.
O levantamento feito pelo Vanquis Bank leva em conta o salário recebido em um ano. Para fazer os cálculos, o banco pegou o salário médio de cada profissão nas cidades onde os heróis estão situados. No caso de cidades fictícias, como Gotham City, foi usado o salário médio da cidade na qual o local é baseado.

Banco britânico simulou salários dos heróis mais populares. Imagem: Grzegorz Czapski/Shutterstock
A lista foi elaborada em agosto deste ano, e utiliza a variação cambial daquele mês: um dólar equivale a 76 centavos de libra esterlina e 85 centavos de euro. Para facilitar, usaremos os valores em dólares. Confira:
Segundo o Vanquis Bank, o super-herói mais rico do mundo recebe um salário anual de US$ 988.902. Ele é o CEO da Wayne Enterprises, Bruce Wayne (Batman nas horas vagas). Esse salário coloca o morcego à frente de grandes nomes, como Tony Stark (Homem de Ferro), que recebe US$ 920.062 por ano como CEO da Stark Industries. Em terceiro lugar, aparece Oliver Queen, o Arqueiro Verde. O CEO da Queen Consolidated ganha “somente” US$ 894.098 ao ano. Bem atrás dos líderes, mas ainda é um valor considerável.
Terminado o pódio, a diferença salarial torna-se evidente. O neurocirurgião Dr. Stephen Strange (Dr. Estranho) era um dos mais conceituados cirurgiões em sua área, o que lhe rendia um salário anual de US$ 394.765 antes de sofrer um acidente de carro que o impossibilitou de operar. O próximo na lista é o mercenário Wade Wilson (Deadpool), cujo trabalho rende US$ 180 mil.

Lista de heróis com os quatro maiores salários do mundo (valores em libras esterlinas). Imagem: Vanquis/Reprodução
O Professor Xavier, fundador da Escola Xavier para Jovens Superdotados, vem logo em seguida, com um rendimento de US$ 132.012 ao ano. A simulação feita pelo banco inglês segue com uma surpresa: Barbara Gordon, a Batgirl. A filha do comissário de polícia James Gordon e chefe da Biblioteca Pública de Gothan City tem um salário anual de incríveis US$ 121.881.
Diversos heróis ficam “em cima do muro”, com um salário não muito alto, mas também não muito baixo. São muitos os exemplos: o cientista Bruce Banner (Hulk), o advogado Matt Murdock (Demolidor), o assistente social Sam Wilson (Falcão) e o detetive Dick Grayson (Asa Noturna). Jefferson Pierce, o Raio Negro, e Barry Allen, o Flash, também fazem parte deste grupo. Seus salários variam entre US$ 64 mil e US$ 121 mil.
Heróis que trabalham no exército podem aparecer em uma categoria própria, apenas para facilitar a visualização. Apesar de intermediária, seus integrantes vivem confortavelmente. É o que acontece com o coronel da Força Aérea dos EUA, James “Rhodey” Rhodes (Máquina de Combate), e seus US$ 83.174 anuais. Mais atrás aparece a major Carol Danvers (Capitã Marvel), com salário de US$ 59.824, seguida de perto pelos capitães Steve Rogers (Capitão América) e Hal Jordan (Lanterna Verde), ambos com rendimento anual de US$ 52.599.

Gráfico mostra os 24 super-heróis com os maiores salários. Imagem: Vanquis/Reprodução
Até mesmo entre os heróis, existem aqueles menos favorecidos, que se esforçam diariamente para manter as contas em dia e a cidade segura.
Ao pensar em super-heróis menos abastados, você provavelmente imaginou o fotógrafo freelancer Peter Parker (Homem-Aranha). De fato, com seus US$ 18.605 anuais, ele realmente figura nesta categoria, mas tem (muita) companhia.
A curadora de antiguidades Diana Prince (Mulher-Maravilha) faz parte dos menos favorecidos, com seu salário de US$ 51.425. Junto dela estão a repórter da CatCo Magazine, Kara Danvers (Supergirl), que ganha US$ 49.433 por ano, a agente da KGB Natasha Romanoff (Viúva Negra), com US$ 41.952, e até mesmo o repórter e redator Clark Kent (Super-Homem), que fatura somente US$ 40.333.

Faturamento médio dos cinco mais ricos. Imagem: Vanquis/Reprodução
Por fim, atrás até mesmo de Parker, aparece Scott Lang (Homem-Formiga), que recebe apenas US$ 18.543 por ano em seu emprego na rede de sorveterias Baskin-Robbins.
De acordo com o levantamento do Vanquis Bank, o top 10 é dividido ao meio, com 5 integrantes da Marvel e 5 da DC Comics. Entretanto, a média anual dos mais ricos da DC é de US$ 78.546, superando os US$ 71.852 anuais de seus super-amigos da Marvel.
Via: Vanquis Bank",tecnologia
"Ex-funcionários da eBay admitem perseguição a autores de publicações negativas em siteMais dois ex-funcionários da eBay confessaram participar da campanha de perseguição cibernética contra um casal de Massachusetts (EUA) para retaliar publicações negativas, escritas pelos cônjuges, contra a empresa de e-commerce. Na última sexta-feira (30), foi a vez de Brian Gilbert e Stephanie Stockwell admitirem envolvimento no caso e se juntarem a outros três ex-empregados que já haviam assumido culpa.
De acordo com promotores federais em Boston, Gilbert e Stockwell não só revelaram integrar a equipe obcecada em assediar psicologicamente o casal de editores da EcommerceBytes, como também conspiraram para adulterar uma testemunha durante as investigações.
""Cometi um erro e preciso admitir isso"", disse Gilbert durante a audiência, realizada de forma virtual por conta da pandemia do coronavírus.
Com a confissão, os promotores concordaram em recomendar uma sentença de prisão de 37 meses para Gilbert, ex-gerente sênior de operações especiais da eBay, e de 24 meses para Stockwell, ex-gerente do centro de inteligência global do eBay. No entanto, o cumprimento das penalidades devem ter início somente no ano que vem.
Outros três ex-funcionários já haviam declarado culpa no caso: Philip Cooke, Stephanie Popp e Veronica Zea. Outros dois ex-executivos do eBay, James Baugh e David Harville, foram presos e acusados em 15 de junho, mas não entraram em processo.

Cinco dos sete envolvidos já admitiram envolvimento no caso; outros dois ex-fucionários foram presos, mas não entraram em processo. Foto: Bill Oxford/Unsplash
Tudo começou em 2019, quando executivos de alta cúpula da eBay entenderam como ""críticas"", postagens online de um casal de Massachusetts que mencionavam negativamente a companhia de e-commerce.
O grande problema deu-se na reação dos funcionários: ao invés de buscar uma aproximação amigável com os dois editores do EcommerceBytes, sete empregados da eBay resolveram assediar anonimamente o casal. A ideia era aterrorizar e, posteriormente, oferecer ajuda em nome da eBay, atribuindo uma imagem de ""herói"" à empresa.
Os ataques começaram com envios anônimos de produtos para lá de bizarros para o casal. Máscara de porco ensaguentada, coroa de flores, aranhas e baratas vivas foram alguma das entregas destinadas aos cônjuges.
A equipe também criou uma conta fake no Twitter para assediar e ganhar a atenção do casal. Não contentes, os ex-funcionários da eBay também perseguiram os cônjuges em vias públicas e planejavam instalar um GPS no carro das vítimas para segui-los.

Ataques teriam acontecido durante a gestão do ex-CEO da eBay Devin Wenig, que nega ciência do caso. Foto: Internet Association/Flickr
A farsa só começou a cair quando um funcionário da eBay tentou entrar em contato com o casal para oferecer ajuda, ao mesmo tempo em que a polícia conseguiu ligar o aluguel de um dos carros que haviam perseguido os cônjuges a um dos empregados da empresa de e-commerce.
Ao final de 2019, todos os sete suspeitos de integrar a operação de ataques contra o casal haviam sido demitidos e os processos judiciários contra os mesmos tiveram início em 2020.
Via: Reuters e Neofeed",tecnologia
"Facebook: milhares de senhas são roubadas, mas hackers cometem erroCentenas de milhares de usuários do Facebook foram enganados e ""entregaram"" as senhas de suas contas em um golpe. No entanto, os cibercriminosos também cometeram um erro básico de segurança. De acordo com os pesquisadores da vpnMentor Noam Rotem e Ran Locar, eles expuseram a operação ao não bloquear um banco de dados na nuvem que armazenava os logins roubados.
O servidor, que já foi fechado, não tinha nenhuma senha de acesso. Os pesquisadores informaram o Facebook sobre o problema, que por sua vez forçou uma redefinição das senhas para as contas afetadas. Quando encontrado, o banco de dados continha 13,5 milhões de registros em mais de 5,5 GB de dados. Entre as informações, foram encontradas:
Credenciais de login (nomes de usuário e senhas)
Esboços de textos que os golpistas fariam em contas roubadas
Informações pessoais como e-mails, nomes e números de telefone
Domínios utilizados pelos golpistas
Informações técnicas sobre automatização de processos do golpe
Os pesquisadores estimam que todos esses dados foram coletados de junho a setembro de 2020. Eles citam que há indícios de que o golpe foi produzido para ""atingir pessoas em todo o mundo"".
Enquanto permaneceu aberto, foram descobertos detalhes da operação no banco de dados em questão. O método utilizado pelos golpistas enganava os usuários com a promessa de um serviço que, supostamente, mostrava quem havia visitado os perfis. O Facebook não conta com esse recurso, embora, de maneira enganosa, diversos sites o ofereçam.

Banco de dados foi descoberto em projeto de mapeamento da web e não possuía criptografia. Imagem: vpnMentor/Divulgação
Ao acessar os sites, as vítimas eram levadas a uma página falsa de login da rede social e, dessa forma, digitavam suas credenciais para ""validar"" o acesso ao recurso. Não foi possível estimar exatamente quantas pessoas caíram no golpe. Os pesquisadores, no entanto, citam que cerca de 150 mil a 200 mil contas do Facebook foram prejudicadas.
O golpe, em si, é caracterizado como phishing. Ele se aproveita de um serviço inexistente, mas que pode ser relevante para o público do Facebook. Rotem e Locar acreditam que o golpe visava o sequestro de contas para induzir os amigos das vítimas com publicações de conteúdo para um esquema de bitcoin.
Com as contas em mãos, os golpistas apontavam o conteúdo de spam para uma plataforma falsificada de negociação de bitcoin. Os usuários, então, eram induzidos a fazer um pagamento de US$ 300 para começar a negociar a criptomoeda.
Os pesquisadores afirmam, ainda, que o sequestro dos perfis pode gerar situações como roubo de identidade, fraude financeira, chantagem e extorsão. Os perfis hackeados também foram usados ""para espalhar notícias falsas sobre eventos políticos em diferentes países"".",tecnologia
